weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Lightweight,Arnaud Lepont,Suasday Chau,TKO (elbows and punches),1,2:21,,Main card,ONE Fighting Championship: Rise of the Kingdom,
Bantamweight,Ming Yen Sung,Radeem Rahman,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Amir Khan,Jian Kai Chee,TKO (punches),1,2:25,,Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Samang Dun,Chin Heng,TKO (punches),1,2:34,[c],Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Meas Meu,Chan Heng,Submission (rear-naked choke),1,4:07,[d],Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Chan Rothana,Prak Chansin,TKO (punches),1,4:32,[e],Main card,ONE Fighting Championship: Rise of the Kingdom,
Women's Catchweight,Tharoth Sam,Vy Srey Chai,Technical Submission (armbar),1,4:07,,Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Marat Gafurov,Rob Lisita,Submission (rear-naked choke),1,1:08,,Main card,ONE Fighting Championship: Roar of the Tigers,
Lightweight,Peter Davis,Vaughn Donayre,TKO (elbows),1,4:50,,Main card,ONE Fighting Championship: Roar of the Tigers,
Featherweight,Ev Ting,Edward Kelly,KO (head kick),2,4:28,,Main card,ONE Fighting Championship: Roar of the Tigers,
Women's Strawweight,Ann Osman,Aya Saeid Saber,TKO (elbows),1,3:15,,Main card,ONE Fighting Championship: Roar of the Tigers,
Featherweight,Bashir Ahmad,Tanaphong Khunhankaew,Submission (rear-naked choke),1,4:38,,Main card,ONE Fighting Championship: Roar of the Tigers,
Flyweight,Dejdamrong Sor Amnuaysirichoke,Saiful Merican,Submission (armbar),2,2:12,,Main card,ONE Fighting Championship: Roar of the Tigers,
Bantamweight,Stephen Langdown,Raymond Tan,KO (elbows and soccer kick),1,2:28,,Main card,ONE Fighting Championship: Roar of the Tigers,
Bantamweight,Anatpong Bunrad,Marc Marcellinus,KO (soccer kick),1,0:26,,Preliminary card,ONE Fighting Championship: Roar of the Tigers,
Welterweight,Hesham Hiba,Mohammad Sotounzadeh,TKO (punches),2,1:02,,Preliminary card,ONE Fighting Championship: Roar of the Tigers,
Middleweight,Igor Svirid,Leandro Ataides,TKO (punches),1,0:17,[a],Main card,ONE Fighting Championship: Battle of the Lions,
Lightweight,Koji Ando,Zorobabel Moreira,TKO (punches and stomps),3,4:21,,Main card,ONE Fighting Championship: Battle of the Lions,
Welterweight,Luis Santos,Bakhtiyar Abbasov,Submission (stomp),1,0:53,[b],Main card,ONE Fighting Championship: Battle of the Lions,
Middleweight,Tatsuya Mizuno,Brayan Rafiq,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Battle of the Lions,
Welterweight,Christophe Vandijck,Dwayne Hinds,Submission (punches),1,2:40,,Main card,ONE Fighting Championship: Battle of the Lions,
Featherweight,Major Overall,Cary Bullos,Submission (rear-naked choke),1,0:29,,Main card,ONE Fighting Championship: Battle of the Lions,
Featherweight,Martin Nguyen,Rocky Batolbatol,Submission (rear-naked choke),2,2:10,,Main card,ONE Fighting Championship: Battle of the Lions,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: Battle of the Lions,
Featherweight,Amir Khan,Waqar Umar,KO (elbows),1,1:25,,Preliminary card,ONE Fighting Championship: Battle of the Lions,
Welterweight,Jeff Huang,Zuli Silawanto,Submission (rear-naked choke),1,3:10,,Preliminary card,ONE Fighting Championship: Battle of the Lions,
Women’s Atomweight,Kirstie Gannaway,Adek Omar,Submission (triangle choke),1,2:34,,Preliminary card,ONE Fighting Championship: Battle of the Lions,
Bantamweight,Bibiano Fernandes,Dae Hwan Kim,Submission (rear-naked choke),2,1:16,[a],Main card,ONE Fighting Championship: Warrior's Way,
Heavyweight,Brandon Vera,Igor Subora,TKO (punch and soccer kicks),1,3:54,,Main card,ONE Fighting Championship: Warrior's Way,
Lightweight,Timofey Nastyukhin,Eduard Folayang,KO (flying knee and soccer kicks),1,3:11,,Main card,ONE Fighting Championship: Warrior's Way,
Cruiserweight,Roger Gracie,James McSweeney,TKO (strikes),3,3:15,,Main card,ONE Fighting Championship: Warrior's Way,
Bantamweight,Kevin Belingon,Koetsu Okazaki,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Warrior's Way,
Featherweight,Herbert Burns,Honorio Banario,Submission (rear-naked choke),1,3:59,,Main card,ONE Fighting Championship: Warrior's Way,
Cruiserweight,Jake Butler,Sylvain Potard,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Warrior's Way,
Flyweight,Dejdamrong Sor Amnuaysirichoke,Rene Catalan,KO (knee),1,2:30,,Main card,ONE Fighting Championship: Warrior's Way,
Women's Flyweight,Ana Julaton,Walaa Abbas Mohamed Kamaly,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Warrior's Way,
Women's Atomweight,Jujeath Nagaowa,Tharoth Sam,TKO (punches),2,3:34,,Main card,ONE Fighting Championship: Warrior's Way,
Bantamweight,Ji Xian,Song Yadong,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Lightweight,Adrian Pang,Vincent Latoel,Submission (guillotine choke),3,2:15,,Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Featherweight,Li Kai Wen,Wang Ya Wei,Decision (unanimous),3,5:00,[a],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Flyweight,Wei Bin Li,Wang Wei,Decision (unanimous),3,5:00,[b],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Catchweight (188 lb),Michal Pasternak,Rafael Silva,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Lightweight,Ariel Sexton,Anvar Alizhanov,Submission (reverse triangle-armbar),1,3:18,,Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Featherweight,Wang Ya Wei,Li Gen,TKO (strikes),1,2:55,[c],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Featherweight,Li Kai Wen,He Nannan,TKO (strikes),1,2:19,[d],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Flyweight,Wang Wei,Liu Xu,Decision (unanimous),3,5:00,[e],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Flyweight,Wei Bin Li,Jie Hao Yi,Submission (armbar),1,2:51,[f],Main card,ONE Fighting Championship: Dynasty of Champions (Beijing),
Featherweight Kickboxing,Chingiz Allazov,Superbon Singha Mawynn (c),KO (punches),2,1:03,[a],Main card,ONE Fight Night 6,
Flyweight Kickboxing,Superlek Kiatmuu9,Daniel Puertas,Decision (unanimous),5,3:00,[b],Main card,ONE Fight Night 6,
Flyweight Submission Grappling,Mikey Musumeci (c),Gantumur Bayanduuren,Decision (unanimous),1,10:00,[c],Main card,ONE Fight Night 6,
Catchweight (215 lbs),Aung La Nsang,Gilberto Galvão,TKO (punches),1,1:29,,Main card,ONE Fight Night 6,
Catchweight (136.5 lbs) Kickboxing,Rodtang Jitmuangnon,Jiduo Yibu,Decision (unanimous),3,3:00,[d],Main card,ONE Fight Night 6,
Women's Strawweight Kickboxing,Stamp Fairtex,Anna Jaroonsak,Decision (split),3,3:00,,Main card,ONE Fight Night 6,
Featherweight,Garry Tonon,Johnny Nuñez,Submission (kimura),1,1:53,,Main card,ONE Fight Night 6,
Catchweight (150 lbs),Shoko Sato,Kim Jae Woong,Decision (unanimous),3,5:00,,Main card,ONE Fight Night 6,
Flyweight Muay Thai,Superlek Kiatmuu9,Tagir Khalilov,,,,,Main card,ONE Fight Night 12,
Featherweight,Garry Tonon,Shamil Gasanov,,,,,Main card,ONE Fight Night 12,
Heavyweight,Amir Aliakbari,Dustin Joynson,,,,,Main card,ONE Fight Night 12,
Flyweight Muay Thai,Elias Mahmoudi,TBD,,,,,Main card,ONE Fight Night 12,
Flyweight,Xie Wei,Yuya Wakamatsu,,,,,Main card,ONE Fight Night 12,
Flyweight,Walter Goncalves,Banma Duoji,,,,,Main card,ONE Fight Night 12,
Women's Strawweight Submission Grappling,Tammi Musumeci,Amanda Alequin,,,,,Main card,ONE Fight Night 12,
Featherweight,Aaron Cañarte,Akbar Abdullaev,,,,,Main card,ONE Fight Night 12,
Women's Atomweight Muay Thai,Phetjeeja Lukjaoporongtom,Lara Fernandez,,,,,Main card,ONE Fight Night 12,
Lightweight Kickboxing,Constantin Rusu,Bogdan Shumarov,,,,,Main card,ONE Fight Night 12,
Flyweight 61 kg,Reece McLaren,Gianni Subba,Submission (arm triangle choke),2,3:12,,Main card,ONE Championship: Kings of Courage,
Middleweight 93 kg,Agilan Thani,Amitesh Chaubey,Submission (kimura),2,,,Main card,ONE Championship: Kings of Courage,
Featherweight 70 kg,Christian Lee,Kazunori Yokota,Submission (guillotine choke),2,4:34,,Main card,ONE Championship: Kings of Courage,
Flyweight 61 kg,Danny Kingad,Sotir Kichukov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Kings of Courage,
Welterweight 84 kg,Luis Santos,Kiamrian Abbasov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Kings of Courage,
Women's Flyweight 61 kg,Michelle Nicolini,Iryna Kyselova,Submission (rear naked choke),1,,,Main card,ONE Championship: Kings of Courage,
Featherweight 70 kg,Ma Jia Wen,Ahmed Mujtaba,Submission (rear naked choke),2,,,Main card,ONE Championship: Kings of Courage,
Featherweight 70 kg,Muhammad Aiman,Rin Saroth,Decision (unanimous),3,5:00,,Main card,ONE Championship: Kings of Courage,
Women's Strawweight 57 kg,Jihin Radzuan,Puja Tomar,Submission (triangle choke),2,2:23,,Main card,ONE Championship: Kings of Courage,
Bantamweight 66 kg,Khun Sichan,Riski Umar,Decision (split),3,5:00,,Main card,ONE Championship: Kings of Courage,
Flyweight 61 kg,Reece McLaren,Gianni Subba,Submission (arm triangle choke),2,3:12,,Main card,ONE Championship: Global Superheroes,
Middleweight 93 kg,Agilan Thani,Amitesh Chaubey,Submission (kimura),2,,,Main card,ONE Championship: Global Superheroes,
Featherweight 70 kg,Christian Lee,Kazunori Yokota,Submission (guillotine choke),2,4:34,,Main card,ONE Championship: Global Superheroes,
Flyweight 61 kg,Danny Kingad,Sotir Kichukov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Global Superheroes,
Welterweight 84 kg,Luis Santos,Kiamrian Abbasov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Global Superheroes,
Women's Flyweight 61 kg,Michelle Nicolini,Iryna Kyselova,Submission (rear naked choke),1,,,Main card,ONE Championship: Global Superheroes,
Featherweight 70 kg,Ma Jia Wen,Ahmed Mujtaba,Submission (rear naked choke),2,,,Main card,ONE Championship: Global Superheroes,
Featherweight 70 kg,Muhammad Aiman,Rin Saroth,Decision (unanimous),3,5:00,,Main card,ONE Championship: Global Superheroes,
Women's Strawweight 57 kg,Jihin Radzuan,Puja Tomar,Submission (triangle choke),2,2:23,,Main card,ONE Championship: Global Superheroes,
Bantamweight 66 kg,Khun Sichan,Riski Umar,Decision (split),3,5:00,,Main card,ONE Championship: Global Superheroes,
Flyweight 61 kg,Reece McLaren,Gianni Subba,Submission (arm triangle choke),2,3:12,,Main card,ONE Championship: Quest for Gold,
Middleweight 93 kg,Agilan Thani,Amitesh Chaubey,Submission (kimura),2,,,Main card,ONE Championship: Quest for Gold,
Featherweight 70 kg,Christian Lee,Kazunori Yokota,Submission (guillotine choke),2,4:34,,Main card,ONE Championship: Quest for Gold,
Flyweight 61 kg,Danny Kingad,Sotir Kichukov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Quest for Gold,
Welterweight 84 kg,Luis Santos,Kiamrian Abbasov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Quest for Gold,
Women's Flyweight 61 kg,Michelle Nicolini,Iryna Kyselova,Submission (rear naked choke),1,,,Main card,ONE Championship: Quest for Gold,
Featherweight 70 kg,Ma Jia Wen,Ahmed Mujtaba,Submission (rear naked choke),2,,,Main card,ONE Championship: Quest for Gold,
Featherweight 70 kg,Muhammad Aiman,Rin Saroth,Decision (unanimous),3,5:00,,Main card,ONE Championship: Quest for Gold,
Women's Strawweight 57 kg,Jihin Radzuan,Puja Tomar,Submission (triangle choke),2,2:23,,Main card,ONE Championship: Quest for Gold,
Bantamweight 66 kg,Khun Sichan,Riski Umar,Decision (split),3,5:00,,Main card,ONE Championship: Quest for Gold,
Flyweight 61 kg,Reece McLaren,Gianni Subba,Submission (arm triangle choke),2,3:12,,Main card,ONE Championship: Visions of Victory,
Middleweight 93 kg,Agilan Thani,Amitesh Chaubey,Submission (kimura),2,,,Main card,ONE Championship: Visions of Victory,
Featherweight 70 kg,Christian Lee,Kazunori Yokota,Submission (guillotine choke),2,4:34,,Main card,ONE Championship: Visions of Victory,
Flyweight 61 kg,Danny Kingad,Sotir Kichukov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Visions of Victory,
Welterweight 84 kg,Luis Santos,Kiamrian Abbasov,Decision (unanimous),3,5:00,,Main card,ONE Championship: Visions of Victory,
Women's Flyweight 61 kg,Michelle Nicolini,Iryna Kyselova,Submission (rear naked choke),1,,,Main card,ONE Championship: Visions of Victory,
Featherweight 70 kg,Ma Jia Wen,Ahmed Mujtaba,Submission (rear naked choke),2,,,Main card,ONE Championship: Visions of Victory,
Featherweight 70 kg,Muhammad Aiman,Rin Saroth,Decision (unanimous),3,5:00,,Main card,ONE Championship: Visions of Victory,
Women's Strawweight 57 kg,Jihin Radzuan,Puja Tomar,Submission (triangle choke),2,2:23,,Main card,ONE Championship: Visions of Victory,
Bantamweight 66 kg,Khun Sichan,Riski Umar,Decision (split),3,5:00,,Main card,ONE Championship: Visions of Victory,
Bantamweight 66 kg,Bibiano Fernandes (c),Martin Nguyen (FW/LW c),Decision (split),5,5:00,[a],Main card,ONE Championship: Iron Will,
Strawweight 57 kg,Jeremy Miado,Dejdamrong Sor Amnuaysirichoke,KO/TKO (punches),1,1:29,,Main card,ONE Championship: Iron Will,
Lightweight 77 kg,Shannon Wiratchai,Rahul Raju,KO/TKO (punch),1,0:21,,Main card,ONE Championship: Iron Will,
Women's Atomweight 52 kg,Angelie Sabanal,Rika Ishige,Decision (unanimous),3,5:00,,Main card,ONE Championship: Iron Will,
Lightweight 77 kg,Saygid Guseyn Arslanaliev,Tetsuya Yamada,Submission (armbar),3,2:51,,Main card,ONE Championship: Iron Will,
Featherweight 70 kg,Waqar Umar,Zhao Zhi Kang,Submission (rear naked choke),1,4:21,,Main card,ONE Championship: Iron Will,
Lightweight 77 kg,Garry Tonon,Richard Corminal,KO/TKO (ground & pound),2,3:40,[b],Main card,ONE Championship: Iron Will,
Light Heavyweight 102 kg,Alain Ngalani,Ariunbod Tur-Ochir,Decision (split),3,5:00,,Main card,ONE Championship: Iron Will,
Middleweight 93 kg,Gilberto Galvao,Jake Butler,KO/TKO (knee injury),2,0:07,,Main card,ONE Championship: Iron Will,
Bantamweight 66 kg,Sunoto Peringkat,Hisyam Samsudin,Decision (unanimous),3,5:00,,Main card,ONE Championship: Iron Will,
Bantamweight 66 kg,Kevin Belingon,Andrew Leone,KO/TKO (ground & pound),2,1:26,,Main card,ONE Warrior Series 1,
Lightweight 77 kg,Honorio Banario,Adrian Pang,Decision (split),3,5:00,,Main card,ONE Warrior Series 1,
Featherweight 70 kg,Marat Gafurov,Emilio Urrutia,Submission (arm triangle choke),1,2:34,,Main card,ONE Warrior Series 1,
Women's Strawweight 57 kg,Gina Iniong,Jenny Huang,Decision (unanimous),3,5:00,,Main card,ONE Warrior Series 1,
Bantamweight 66 kg,Dae Hwan Kim,Masakazu Imanari,Decision (unanimous),3,5:00,,Main card,ONE Warrior Series 1,
Bantamweight 66 kg,Adrian Matheis,Lan Ming Qiang,Decision (unanimous),3,5:00,,Main card,ONE Warrior Series 1,
Bantamweight 66 kg,Akihiro Fujisawa,Kaji Ebin,Verbal submission (shoulder injury),1,1:48,,Main card,ONE Warrior Series 1,
Bantamweight 66 kg,Kevin Belingon,Andrew Leone,KO/TKO (ground & pound),2,1:26,,Main card,ONE Championship: Heroes of Honor,
Lightweight 77 kg,Honorio Banario,Adrian Pang,Decision (split),3,5:00,,Main card,ONE Championship: Heroes of Honor,
Featherweight 70 kg,Marat Gafurov,Emilio Urrutia,Submission (arm triangle choke),1,2:34,,Main card,ONE Championship: Heroes of Honor,
Women's Strawweight 57 kg,Gina Iniong,Jenny Huang,Decision (unanimous),3,5:00,,Main card,ONE Championship: Heroes of Honor,
Bantamweight 66 kg,Dae Hwan Kim,Masakazu Imanari,Decision (unanimous),3,5:00,,Main card,ONE Championship: Heroes of Honor,
Bantamweight 66 kg,Adrian Matheis,Lan Ming Qiang,Decision (unanimous),3,5:00,,Main card,ONE Championship: Heroes of Honor,
Bantamweight 66 kg,Akihiro Fujisawa,Kaji Ebin,Verbal submission (shoulder injury),1,1:48,,Main card,ONE Championship: Heroes of Honor,
Strawweight 57 kg,Yoshitaka Naito,Alex Silva (c),Decision (split),5,5:00,[a],Main card,ONE Championship: Grit and Glory,
Strawweight 57 kg,Stefer Rahardian,Himanshu Kaushik,Submission (rear-naked choke),1,2:25,,Main card,ONE Championship: Grit and Glory,
Middleweight 93 kg,Leandro Ataides,Vitaly Bigdash,TKO (punches),3,2:37,,Main card,ONE Championship: Grit and Glory,
Women's Atomweight 52 kg,Priscilla Hertati Lumban Gaol,Rome Trinidad,Submission (rear-naked choke),1,2:27,,Main card,ONE Championship: Grit and Glory,
Featherweight 70 kg,Sor Sey,Victorio Senduk,Decision (unanimous),3,5:00,,Main card,ONE Championship: Grit and Glory,
Lightweight 77 kg,Tetsuya Yamada,Eric Kelly,Submission (rear-naked choke),1,3:00,,Main card,ONE Championship: Grit and Glory,
Bantamweight 66 kg,Radeem Rahman,Tang Da Fen,Submission (rear-naked choke),1,1:19,,Main card,ONE Championship: Grit and Glory,
Bantamweight 66 kg,Elipitua Siregar,Dodi Mardian,Submission (rear-naked choke),1,3:59,,Main card,ONE Championship: Grit and Glory,
Strawweight 57 kg,Riski Umar,Doan Birawa,Submission (rear-naked choke),2,1:22,,Main card,ONE Championship: Grit and Glory,
Atomweight 52 kg,Angela Lee (c),Mei Yamaguchi,Decision (Unanimous),5,5:00,For the ONE Women's Atomweight Championship,Main card,ONE Championship: Unstoppable Dreams,
Flyweight 61 kg,Sam-A Gaiyanghadao,Sergio Wielzen,KO (Elbows),4,2:47,For the inaugural ONE Muay Thai Flyweight Championship,Main card,ONE Championship: Unstoppable Dreams,
Featherweight 70 kg,Martin Nguyen (c),Christian Lee,Decision (Split),5,5:00,For the ONE Featherweight Championship,Main card,ONE Championship: Unstoppable Dreams,
Catchweight (72.5 kg),Yodsanklai Fairtex,Chris Ngimbi,Decision (Unanimous),3,3:00,Kickboxing,Main card,ONE Championship: Unstoppable Dreams,
Lightweight 77 kg,Shinya Aoki,Rasul Yakhyaev,Submission (Triangle Choke),1,3:15,,Main card,ONE Championship: Unstoppable Dreams,
Lightweight 77 kg,Eduard Folayang,Kharun Atlangeriev,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Unstoppable Dreams,
Lightweight 77 kg,Amir Khan,Sung Jong Lee,TKO(Punches),2,3:39,,Main card,ONE Championship: Unstoppable Dreams,
Flyweight 61 kg,Singtongnoi Por.Telakun,Joseph Lasiri,TKO (Cut),2,2:36,Muay Thai,Preliminary Card,ONE Championship: Unstoppable Dreams,
Featherweight 70 kg,Xie Chao,Meas Meu,TKO (Punches),3,1:10,,Preliminary Card,ONE Championship: Unstoppable Dreams,
Bantamweight 66 kg,Xie Bin,Shi Hao Huang,TKO (Corner Stoppage),2,2:26,,Preliminary Card,ONE Championship: Unstoppable Dreams,
Bantamweight 66 kg,Sunoto Peringkat,Roel Rosauro,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Unstoppable Dreams,
Flyweight 61 kg,Geje Eustaquio (ic),Adriano Moraes (c),Decision (Split),5,5:00,For the Unification of the ONE Flyweight Championship,Main card,ONE Championship: Pinnacle of Power,
Women's Strawweight 57 kg,Xiong Jingnan (c),Laura Balin,Decision (Unanimous),5,5:00,For the ONE Women's Strawweight Championship,Main card,ONE Championship: Pinnacle of Power,
Catchweight (67 kg),Phetmorakot Petchyindee Academy,Fabrice Fairtex Delannon,TKO (Cut),2,0:43,Muay Thai,Main card,ONE Championship: Pinnacle of Power,
Lightweight 77 kg,Ev Ting,Koji Ando,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Pinnacle of Power,
Featherweight 70 kg,Jadamba Narantungalag,Edward Kelly,TKO (Punches),2,4:58,,Main card,ONE Championship: Pinnacle of Power,
Flyweight 61 kg,Lerdsila Chumpairtour,Sok Thy,Decision (Split),3,3:00,Muay Thai,Main card,ONE Championship: Pinnacle of Power,
Heavyweight 120 kg,Tarik Khbabez,Alain Ngalani,TKO (Punches),3,1:49,Kickboxing,Main card,ONE Championship: Pinnacle of Power,
Flyweight 61 kg,Yukinori Ogasawara,Rui Botelho,KO (Spinning Back Elbow),2,2:54,Muay Thai,Preliminary Card,ONE Championship: Pinnacle of Power,
Featherweight 70 kg,Li Kai Wen,Rodian Menchavez,KO (Punch),1,0:10,,Preliminary Card,ONE Championship: Pinnacle of Power,
Flyweight 61 kg,Danny Kingad,Ma Haobin,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Pinnacle of Power,
Featherweight 70 kg,Rin Saroth,Mario Satya Wirawan,TKO (Elbows),3,2:30,,Preliminary Card,ONE Championship: Pinnacle of Power,
Lightweight 77 kg,Kimihiro Eto,Yusaku Inoue,Submission (Arm-Triangle Choke),2,4:39,,Main card,ONE Warrior Series 2,
